0.0,1.0
0.1,2.0500000000000003
0.2,3.0
0.30000000000000004,3.8500000000000005
0.4,4.6000000000000005
0.5,5.25
0.6000000000000001,5.800000000000001
0.7000000000000001,6.25
0.8,6.6
0.9,6.85
1.0,7.0
1.1,7.050000000000001
1.2,7.0
1.3,6.85
1.4,6.6
1.5,6.25
1.6,5.799999999999999
1.7000000000000002,5.25
1.8,4.599999999999998
1.9,3.849999999999998
0.0,1.0
0.1,5.95
0.2,10.8
0.30000000000000004,15.55
0.4,20.2
0.5,24.75
0.6000000000000001,29.200000000000003
0.7000000000000001,33.55
0.8,37.8
0.9,41.95
1.0,46.0
1.1,49.95
1.2,53.8
1.3,57.55
1.4,61.2
1.5,64.75
1.6,68.2
1.7000000000000002,71.55000000000001
1.8,74.8
1.9,77.95
2.0,81.0
2.1,83.95
2.2,86.80000000000001
2.3,89.54999999999998
2.4,92.2
2.5,94.75
2.6,97.19999999999999
2.7,99.55
2.8,101.80000000000001
2.9,103.95
3.0,106.0
3.1,107.94999999999999
3.2,109.79999999999998
3.3,111.55000000000001
3.4,113.2
3.5,114.75
3.6,116.19999999999999
3.7,117.55
3.8,118.8
3.9,119.95
4.0,121.0
4.1,121.94999999999997
4.2,122.8
4.3,123.55000000000001
4.4,124.20000000000002
4.5,124.75
4.6,125.19999999999999
4.7,125.54999999999998
4.8,125.80000000000001
4.9,125.95
5.0,126.0
5.1,125.94999999999999
5.2,125.79999999999998
5.3,125.55000000000001
5.4,125.19999999999999
5.5,124.75
5.6,124.20000000000002
5.7,123.54999999999998
5.8,122.80000000000001
5.9,121.94999999999999
6.0,121.0
6.1,119.95000000000005
6.2,118.79999999999998
6.3,117.55000000000001
6.4,116.19999999999996
6.5,114.75
6.6,113.20000000000002
6.7,111.55000000000001
6.8,109.80000000000001
6.9,107.94999999999996
7.0,106.0
7.1,103.95000000000002
7.2,101.79999999999995
7.3,99.55000000000001
7.4,97.19999999999999
7.5,94.75
7.6,92.19999999999999
7.7,89.54999999999995
7.8,86.80000000000001
7.9,83.94999999999999
8.0,81.0
8.1,77.94999999999999
8.2,74.79999999999995
8.3,71.55000000000001
8.4,68.19999999999999
8.5,64.75
8.6,61.200000000000045
8.7,57.55000000000001
8.8,53.80000000000001
8.9,49.94999999999993
9.0,46.0
9.1,41.950000000000045
9.2,37.80000000000001
9.3,33.55000000000001
9.4,29.199999999999932
9.5,24.75
9.6,20.200000000000045
9.7,15.550000000000011
9.8,10.799999999999955
9.9,5.949999999999989
